,adasen,bikolano,cebuano,chavacano,english,ilokano,ilonggo,kinaray-a,masbatenyo,paranan,romblomanon,spanish,tagalog,tausug,waray,yami
duk,1,26,2,0,0,3,1,6,12,117,2,0,21,24,1,0
o_m,426,558,514,643,170,408,759,707,760,21,625,291,223,0,523,2524
uby,12,0,0,0,0,0,1,0,0,0,0,0,0,0,36,0
chr,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
dl_,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0
tia,0,32,43,62,0,36,95,126,62,34,137,15,62,4,110,2
unf,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
_p_,1,0,0,0,0,0,0,0,0,676,0,15,0,52,1,0
hte,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,1
h_t,0,2,0,0,438,0,0,0,1,0,4,3,1,150,0,2
ume,83,2,1,17,3,42,1,1,2,114,3,16,1,0,1,0
v_s,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
deg,8,0,0,7,12,89,7,0,0,4,0,1,0,0,0,0
kyi,0,0,0,0,0,0,2,2,2,0,2,0,0,0,2,0
_ya,3146,52,87,5010,0,53,173,34,76,4,160,67,20,1156,184,1386
izo,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,12
_um,169,27,33,1,0,279,26,82,79,491,24,0,177,113,73,0
_ld,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
d_i,515,52,11,3,580,161,52,67,69,86,111,63,13,437,58,1
mta,5,11,129,0,0,1,63,101,1,0,1,0,2,0,96,21
_dm,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
gee,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
omp,1,1,0,112,43,1,1,0,4,1,0,111,0,0,2,2
ril,0,4,0,21,51,0,1,11,6,0,1,22,107,2,2,80
i_k,559,565,394,3,17,1091,502,582,535,960,249,0,321,309,352,227
lif,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0
oyt,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
auu,0,4,0,0,0,0,0,0,21,0,17,0,28,0,20,0
yor,0,2,0,17,0,0,0,1,0,1,0,30,0,0,3,2
sfo,0,0,0,12,3,0,0,0,0,0,0,1,0,0,0,0
t_t,334,32,7,41,1070,391,14,82,17,287,13,15,130,52,26,12
t_i,1206,31,19,0,591,438,44,24,34,26,78,37,419,163,116,2
epn,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0
evn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
nia,1,15,259,25,3,405,16,16,17,16,16,28,21,0,24,1
ayg,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,7
koh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ikd,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0
r_y,6,1,0,251,83,0,1,0,0,0,1,198,0,0,0,0
m_h,0,8,2,4,154,0,4,4,7,50,23,4,2,48,155,0
efe,0,0,0,50,1,0,0,0,0,0,0,10,0,0,0,0
aba,914,570,481,334,5,826,980,899,1024,392,1106,553,896,1344,825,32
maf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
him,0,16,274,0,1301,2,311,364,280,55,13,2,52,83,168,0
aas,154,23,21,4,0,87,57,45,26,57,64,4,76,201,28,0
wha,0,0,118,0,222,0,22,45,4,0,13,0,0,1,22,0
uke,58,0,0,0,21,41,0,0,0,0,0,0,0,0,0,0
gwi,4,0,0,0,0,1,5,5,0,0,0,0,2,0,0,0
mup,0,0,3,0,0,1,5,0,2,1,3,0,24,2,13,0
orp,2,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0
_ep,15,2,0,1,3,0,0,0,0,0,2,2,2,0,1,0
sde,0,0,0,43,0,1,0,0,0,0,0,57,0,0,0,25
cad,0,0,0,124,0,0,0,0,0,0,0,153,0,0,0,0
gd_,0,0,0,0,0,0,0,0,0,8,10,0,0,38,0,0
cgi,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_ze,0,11,5,18,18,10,12,11,13,10,16,12,17,0,0,9
w_w,28,0,2,0,46,5,4,4,3,0,9,0,1,3,7,0
dik,67,42,0,0,0,101,3,3,1,1525,0,0,0,1,0,5
skw,0,20,0,0,0,0,0,0,16,0,0,0,0,0,0,0
eph,0,0,0,0,32,0,0,0,0,0,0,0,0,0,1,2
ipe,70,8,6,7,13,153,7,6,8,22,6,11,6,0,6,221
ywh,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
shm,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
rn_,0,0,0,0,60,0,0,0,0,0,0,1,0,0,0,0
_aa,2,64,1,0,1,1,0,1,13,2,5,1,70,8,133,0
kfu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
m_b,21,5,7,1,136,12,0,12,2,166,12,0,2,200,10,40
fie,0,0,0,31,62,29,0,0,0,0,0,49,0,0,0,0
hwa,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
k_y,0,2,3,28,23,0,0,0,2,0,0,0,0,33,4,4
bof,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
fen,0,1,1,5,9,1,1,1,1,1,1,3,1,0,1,0
nji,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,41
vo_,0,0,0,69,0,10,12,0,0,0,0,138,0,0,0,71
suc,38,0,0,143,23,0,0,0,0,0,0,104,0,32,0,0
yam,60,58,2,0,0,29,1,15,49,194,16,5,74,158,7,499
mne,9,0,0,0,7,8,0,0,0,0,0,0,0,0,0,101
wgo,0,0,7,0,0,0,11,0,0,0,0,0,0,0,15,0
yoz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
sam,121,83,328,70,32,105,63,115,56,26,25,31,369,289,106,10
kav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
esi,0,4,34,280,28,5,22,7,2,1,16,62,4,0,34,7
kae,98,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0
icn,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dhi,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0
ika,339,177,475,0,0,378,201,381,205,200,144,0,215,251,423,615
lwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
ucu,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
end,0,13,0,674,126,132,17,13,5,50,9,776,0,0,7,0
eep,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0
imt,0,0,6,0,0,49,8,7,2,1,0,0,1,0,8,1
_wa,169,11,528,0,692,33,579,611,373,33,605,0,226,654,442,133
nbi,0,0,0,0,0,0,12,16,14,0,0,0,0,0,10,0
ite,36,1,1,10,50,79,1,1,1,5,0,16,1,0,21,95
gg_,0,0,0,0,1,0,0,0,0,20,19,0,0,0,0,0
mwo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
_ec,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0
ike,215,0,1,0,62,25,1,1,0,1,1,0,0,0,0,88
sg_,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
a_n,6253,2342,2010,1038,15,2194,2587,3241,3418,1570,2879,229,2424,2884,3011,3343
k_a,53,82,80,17,92,162,36,46,60,144,61,0,176,60,61,163
a_t,1859,951,1446,1139,60,1668,1464,1892,1032,1932,1293,396,767,2098,1482,2751
cif,0,0,0,27,30,0,0,0,0,0,0,26,0,0,0,0
uud,1,0,0,0,0,0,0,18,21,0,0,0,1,636,0,0
iet,0,0,0,29,12,1,0,0,0,0,0,28,0,0,0,0
ari,871,432,438,231,144,651,476,545,377,803,357,159,931,871,266,160
n_y,452,9,0,502,81,3,16,1,8,1,10,328,0,167,59,34
usl,0,0,8,3,7,2,3,8,5,0,5,0,0,0,0,0
anr,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,34
bly,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
zes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
oe_,0,8,6,7,30,6,7,7,5,6,5,0,5,0,6,0
sep,27,0,0,28,29,5,0,0,0,250,0,52,0,0,0,18
ti_,96,53,355,247,0,9914,234,550,229,2586,178,108,141,171,232,6
unb,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0
uck,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
z_e,0,0,0,11,0,0,0,0,0,0,0,17,0,0,0,0
ssi,6,0,0,1,43,50,0,0,0,5,0,0,0,6,0,0
_av,0,0,0,21,4,0,0,0,0,0,0,31,0,0,0,31
bay,335,128,200,3,0,172,354,395,285,85,1648,0,168,980,320,1
zeq,0,0,2,2,0,0,2,2,0,2,0,2,0,0,1,0
adb,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0
yzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
tei,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0
nxi,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
gpa,610,283,482,3,0,379,995,875,516,290,1120,0,282,394,499,10
rua,0,0,0,0,0,74,0,0,19,0,25,0,11,0,7,0
_ud,6,0,0,0,0,7,5,4,15,1,0,2,1,7,1,0
ak_,53,210,429,225,41,1151,369,245,421,664,198,0,478,713,402,617
mbu,3,0,0,13,0,4,4,6,17,26,3,0,2,744,0,0
inl,16,0,46,0,1,18,66,57,31,28,1,0,15,2,38,0
uu_,0,0,0,0,0,0,0,0,0,39,0,0,0,22,0,0
gui,0,0,0,307,11,0,0,0,0,0,0,104,7,0,0,0
ndl,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
as_,916,630,576,998,799,439,521,529,659,732,900,1851,627,778,605,164
j_e,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
dui,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0
mos,0,19,84,11,39,9,24,9,24,5,15,226,12,0,20,8
wil,1,3,0,0,222,0,1,1,2,3,2,0,13,3,2,0
ocu,0,0,0,5,2,0,0,0,0,0,0,43,0,0,0,0
ki_,201,892,53,0,0,169,74,78,200,313,112,0,110,59,3,22
pyo,0,0,6,0,0,4,1,9,0,0,12,0,0,0,2,0
ale,374,282,68,822,129,135,79,73,76,98,78,167,84,0,70,91
ltu,9,0,0,2,0,3,0,0,0,12,6,10,0,0,0,0
_rl,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ppd,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
egc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
uor,0,0,7,0,0,15,6,9,0,0,0,0,0,0,14,0
ybi,0,0,6,0,0,3,0,0,0,0,0,0,0,0,8,0
z_b,0,0,0,7,3,0,0,1,0,0,0,2,0,0,0,0
cil,0,0,0,14,10,0,0,0,0,0,0,31,0,0,0,98
_iz,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2
ngn,140,195,133,0,0,271,0,2,6,70,7,0,55,2,31,215
w_s,34,147,210,0,25,18,222,139,144,20,113,0,42,137,26,64
f_b,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
cuj,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
ual,0,0,0,110,4,0,0,0,0,0,0,89,0,1,0,0
orf,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
daz,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,4
ubs,1,0,4,0,3,4,0,3,1,0,0,0,2,0,7,0
zca,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
uie,0,0,0,1072,0,0,0,0,0,0,0,209,0,0,0,0
ado,0,173,68,208,10,73,105,87,166,34,98,920,20,0,99,60
yrr,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ikk,0,0,0,0,0,95,0,0,0,0,0,0,0,67,0,0
uhm,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ngg,404,188,128,8,0,235,264,238,13,246,176,0,346,220,78,7
oym,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
pup,7,2,3,0,0,8,0,0,4,0,3,0,43,9,19,0
mai,677,33,24,0,23,341,12,11,33,90,49,2,91,16,30,143
iln,1,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0
acl,21,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0
uop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
_au,2,1,1,37,45,1,2,0,1,1,1,86,1,0,1,0
act,42,2,0,6,9,0,2,2,0,0,0,15,2,0,0,0
sai,116,1401,15,19,731,15,16,17,17,30,18,6,26,0,17,2
dst,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
tgo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
gbe,35,0,0,0,0,4,3,0,0,0,3,0,0,0,1,18
jiz,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ctl,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
_nu,945,16,4,498,5,31,0,1,2,2,5,124,0,215,4,0
erm,0,0,0,183,4,1,0,1,0,0,32,187,0,0,0,0
gju,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
av_,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
dio,0,331,436,974,0,394,424,437,452,26,566,284,16,0,3,2
ane,111,7,4,94,7,242,3,3,2,17,3,96,4,0,3,385
ryi,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
lo_,0,359,518,698,23,305,589,747,207,78,383,928,221,0,288,165
zev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
pih,0,0,0,0,0,0,28,44,4,0,2,0,0,3,0,0
nna,463,2,4,0,14,1230,1,1,1,43,0,5,0,129,3,10
lex,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0
ral,0,61,18,25,1,19,16,68,69,43,25,15,48,1,6,150
_co,0,4,4,6032,696,3,4,4,4,4,3,1504,4,0,4,0
key,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,244
gka,310,434,427,0,0,251,470,738,507,411,768,0,979,784,492,34
nd_,0,0,0,0,5269,0,0,0,0,4,458,57,0,1,0,0
oov,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
paq,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
hun,12,0,120,0,35,0,81,106,249,85,97,3,4,198,140,0
rls,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
_ge,89,10,8,1253,67,8,8,8,8,12,9,74,6,0,5,0
idw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ys_,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0
e_u,28,0,43,465,277,0,2,0,3,2,1,106,0,0,11,0
unw,0,0,0,0,2,0,0,0,0,27,0,0,23,0,0,0
ci_,0,0,0,34,0,0,0,0,0,0,0,230,0,0,0,473
rig,419,29,16,18,77,149,11,33,50,10,8,18,10,7,24,0
lgi,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
eig,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
t_e,220,0,0,176,98,0,0,0,0,123,0,101,3,0,0,0
bok,0,26,25,0,0,4,29,21,27,0,20,0,13,0,35,4
ymw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
pub,0,0,0,18,28,4,0,0,0,22,0,0,0,0,1,0
den,172,29,13,102,66,195,14,6,4,217,13,131,14,0,5,87
rep,0,1,0,88,58,8,1,1,41,1,54,154,0,0,1,0
dve,0,0,0,8,7,0,0,0,0,0,0,11,0,0,0,0
eb_,53,0,0,0,0,5,0,0,0,1,0,29,0,0,0,60
pan,1642,384,1227,109,7,1420,748,1011,403,543,887,63,1094,680,419,1441
slo,0,2,4,0,2,2,4,0,12,0,3,3,0,0,10,0
yli,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,126
oav,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
ted,8,0,0,1327,165,133,0,0,0,0,0,1,0,0,0,0
zik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
uin,0,0,1,205,1,0,5,0,0,0,0,4,23,0,0,0
sba,32,0,0,0,21,41,0,0,0,0,0,0,9,0,0,1
isf,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
igu,94,0,95,320,3,2,84,34,86,76,60,72,4,58,72,0
rbs,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
rth,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0
eml,36,0,0,0,0,1,0,0,0,34,0,0,0,0,0,0
yst,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ihc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
_ev,0,0,0,11,249,0,0,0,0,0,0,18,0,0,0,0
ess,42,3,3,4,221,2,4,4,2,465,3,0,3,0,0,0
uye,0,0,0,0,1,4,0,0,0,0,0,15,0,0,0,0
egm,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
tdu,2,0,0,0,0,0,0,0,1,26,0,0,0,0,1,0
aal,25,11,46,0,0,13,41,9,16,31,13,0,91,3,6,0
sts,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0
mp_,0,0,0,0,8,0,0,0,0,19,29,2,0,0,0,0
ezb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
deo,0,12,11,14,0,12,13,13,13,12,0,13,13,0,13,0
o_p,377,227,207,891,144,207,327,427,601,19,563,733,137,0,301,1156
spi,62,79,74,51,95,96,95,90,94,82,104,29,78,0,78,1
aoz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
mya,4,0,2,0,0,0,14,8,0,0,0,0,0,0,3,486
kio,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ozy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
dme,0,0,0,0,33,0,0,0,0,0,0,15,0,0,0,0
iss,0,0,0,0,20,59,0,0,0,0,0,0,0,5,0,1
zov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
nk_,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0
wji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
fai,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0
roi,0,0,0,0,1,0,0,7,0,0,0,0,0,0,4,14
ndu,13,2,0,1,5,3,35,209,24,71,8,7,7,468,6,0
mti,0,0,1,0,0,0,2,0,1,1,0,0,1,0,2,0
uml,1,0,0,0,0,2,3,3,1,0,0,0,0,1,0,0
jye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
tle,10,8,8,10,64,11,8,9,8,0,10,0,0,0,8,0
lap,116,6,63,2,0,46,172,32,71,82,187,0,128,86,25,46
x_m,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
itm,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
_im,192,25,303,114,28,499,495,436,359,202,658,61,12,152,467,94
go_,0,203,215,546,129,70,183,178,228,30,128,346,242,0,234,210
ict,2,0,0,11,4,0,0,0,0,0,0,3,0,0,0,0
zka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ose,0,83,39,73,193,44,81,37,84,49,89,113,26,0,74,51
t_q,0,0,0,27,4,0,0,0,0,0,0,8,0,0,0,0
yeh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
izi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,242
jag,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
cat,0,0,0,31,25,0,0,0,0,0,0,7,0,0,0,0
wur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
daa,144,35,35,16,0,138,33,44,60,65,87,0,86,125,39,0
naj,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2
ota,4,216,198,11,1,58,21,49,3,22,6,34,15,0,48,417
azo,0,2,1,54,2,1,2,2,2,2,2,58,2,0,0,27
a_a,2897,2087,2026,1894,48,2650,2152,2337,2143,2466,2118,546,2962,1322,2039,2723
ayr,10,0,22,0,0,0,0,0,0,0,0,0,52,217,0,0
f_n,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0
zez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
pil,97,66,151,46,35,68,123,99,75,121,166,35,61,147,85,70
tiy,59,0,4,0,0,13,10,1,8,22,56,0,12,216,8,13
_je,1343,1104,1074,1167,411,1121,1095,1167,955,1147,87,513,487,0,1076,0
nfu,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
_ih,5,16,44,0,0,0,68,24,38,10,42,0,32,0,65,3
aag,20,99,105,0,0,30,107,221,168,5,143,0,44,130,170,0
ako,2,955,935,0,0,34,964,335,889,19,940,0,398,0,1045,365
gen,474,8,3,1250,61,125,3,3,3,29,3,114,3,0,3,451
bpa,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
dit,1013,59,0,1,10,110,0,0,0,61,0,13,25,0,1,1
nip,269,16,0,0,0,58,1,6,1,2,4,0,22,22,4,492
emw,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nks,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
sli,2,2,1,2,1,1,2,2,2,2,1,2,1,2,1,5
yan,1471,1156,961,8,0,142,188,207,316,814,419,10,1233,1338,409,1663
civ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17
kus,49,1,41,0,0,0,19,45,68,2,71,0,5,89,29,0
pot,0,182,22,0,3,32,6,3,1,4,2,3,18,0,26,34
_kt,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
ruu,32,0,0,0,0,0,0,5,8,0,0,0,0,239,4,0
ivt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
xad,0,2,0,2,1,1,2,2,1,1,1,2,1,0,1,0
ehr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tez,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,3
lef,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0
hor,12,19,12,211,61,0,3,2,0,1,2,92,1,0,15,0
hsh,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ple,1,2,2,8,293,0,0,1,9,1,3,14,0,0,0,0
_si,712,3433,3017,3694,340,858,4368,1462,3544,1345,3247,763,3555,7115,367,2703
_mo,41,440,663,139,315,39,186,180,278,849,196,230,437,0,133,842
mko,0,0,2,0,0,5,2,0,0,0,0,0,0,0,1,0
sto,13,62,92,209,119,125,92,197,283,69,267,357,63,0,23,26
bri,3,2,2,39,77,4,9,3,20,24,6,32,2,2,2,0
wva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
uio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
leo,0,10,1,1,1,1,1,1,1,1,1,8,1,0,1,2
sua,0,7,0,0,4,18,1,0,11,0,0,4,0,5,0,0
rba,42,2,3,9,3,39,1,5,15,17,4,7,3,0,2,0
kly,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
exe,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0
osw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
aem,131,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
_mp,138,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
nl_,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
avw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
nik,41,21,11,1,0,57,9,11,14,34,14,0,36,1,37,139
pya,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,388
_sy,0,29,0,0,45,0,0,35,45,24,45,0,0,0,48,417
lko,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0
cas,0,0,0,287,128,0,0,0,0,0,0,216,0,0,1,0
ewh,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
igk,0,0,44,0,0,4,14,41,2,0,39,0,8,0,26,0
wto,0,4,6,0,0,8,30,36,0,0,0,0,24,0,3,0
rod,0,52,53,71,48,70,52,59,51,61,60,77,45,0,64,4
miw,4,0,0,0,0,0,0,0,0,4,0,0,1,0,0,4
eyi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17
u_t,302,0,0,52,119,137,2,3,2,516,0,33,7,411,2,0
edd,46,0,0,0,4,19,0,0,0,1,0,0,0,0,0,0
ogl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
lve,0,0,0,84,113,0,0,0,0,0,0,28,0,0,0,0
iup,0,0,0,0,0,0,0,0,8,0,0,0,1,0,2,0
yel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
yoi,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2
lig,13,85,71,17,40,7,96,93,63,65,132,20,91,83,88,8
b_r,0,0,0,0,0,0,0,5,0,0,0,2,0,8,0,6
hoz,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sur,369,84,10,7,61,241,0,152,414,7,15,24,5,69,182,0
nec,116,1,0,198,4,0,0,0,0,0,0,45,0,0,0,0
isl,2,0,0,2,0,0,4,3,0,0,3,0,1,4,0,3
va_,0,0,0,205,0,0,0,0,0,0,0,49,0,0,0,16
sib,60,15,5,15,14,24,1,0,4,2,10,16,2,116,8,3
sra,31,29,29,26,26,29,29,30,29,30,32,26,26,35,28,0
_ty,0,0,0,0,9,0,3,5,1,0,63,0,0,0,0,0
tex,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mbe,183,2,0,1,33,16,0,0,3,5,0,1,0,0,0,4
ltn,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
wip,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
gyu,1,0,1,0,0,0,0,0,2,4,0,0,0,0,6,0
rso,0,0,0,37,7,10,1,0,0,0,0,6,0,0,0,0
wew,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhe,0,4,0,0,1,3,3,0,2,2,3,0,6,0,14,0
ehu,0,0,0,0,0,0,0,2,1,443,0,0,0,0,0,0
uec,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
tui,0,0,19,0,0,0,20,17,14,0,19,1,7,4,20,0
hog,0,3,9,0,0,0,13,8,3,0,3,11,0,0,3,0
inu,1287,345,469,54,8,788,133,171,147,348,155,8,442,169,444,0
enm,0,0,0,0,1,11,0,0,0,0,0,1,0,0,0,0
wbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
olt,318,2,0,0,11,0,0,0,0,0,5,12,0,0,1,0
ug_,112,1,3073,50,1,3,80,278,9,171,153,2,2,663,200,0
nth,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
zsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uww,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0
d_k,304,208,262,0,46,182,370,526,254,249,277,0,59,270,140,15
nly,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0
hib,0,0,101,21,0,0,142,5,2,0,1,1,2,114,60,0
kab,333,115,202,0,0,324,316,340,321,220,314,0,100,491,387,183
ldi,7,6,0,3,17,5,0,0,8,16,0,3,0,12,0,0
itu,1059,86,494,89,125,150,112,96,26,109,152,215,99,78,179,0
ryt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rin,82,294,6,116,190,79,14,110,36,24,26,62,237,189,853,1613
pdo,0,1,1,0,0,0,2,1,1,0,0,0,1,0,2,0
lda,38,206,2,37,0,267,27,26,33,0,6,14,3,0,3,0
j_d,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
pmo,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ade,130,197,7,78,98,11,7,6,8,235,7,80,8,0,7,9
